Source,Layer 0,Layer 1,Layer 2,Layer 3,Layer 4
Mid-level-ontology,Object,ConcreteEntity,Indoors,,
Mid-level-ontology,Object,ConcreteEntity,IndustrialPlant,,
Mid-level-ontology,Physical,Collection,Industry,,
Mid-level-ontology,Process,ConcreteEntity,PathologicProcess,Infecting,
Mid-level-ontology,Attribute,,DiseaseOrSyndrome,InfectiousDisease,
Mid-level-ontology,Process,ConcreteEntity,JoiningAnOrganization,Infiltration,
Mid-level-ontology,Abstract,Quantity,InfiniteQuantity,,
Mid-level-ontology,Process,ConcreteEntity,Increasing,Inflammation,
Mid-level-ontology,Process,ConcreteEntity,Decreasing,Ingesting,
Mid-level-ontology,Process,ConcreteEntity,PhysiologicProcess,Breathing,Inhaling
Mid-level-ontology,Process,ConcreteEntity,ChangeOfPossession,UnilateralGetting,Inheriting
Mid-level-ontology,Process,ConcreteEntity,PathologicProcess,Insomnia,
Mid-level-ontology,Process,ConcreteEntity,Transfer,Installing,
Mid-level-ontology,Object,ConcreteEntity,BiologicallyActiveSubstance,Insulin,
Mid-level-ontology,Object,ConcreteEntity,Certificate,InsurancePolicy,
Mid-level-ontology,Object,ConcreteEntity,BuildingUnit,IntensiveCareUnit,
Mid-level-ontology,Abstract,Proposition,InteriorDesign,,
Mid-level-ontology,Object,ConcreteEntity,Transducer,InternalCombustionEngine,
Mid-level-ontology,Process,ConcreteEntity,Meeting,Interviewing,
Mid-level-ontology,Object,ConcreteEntity,OrganicObject,AnimalAnatomicalStructure,Intestine
Mid-level-ontology,Object,ConcreteEntity,Article,FinancialText,Invoice
Mid-level-ontology,Physical,ContentBearingPhysical,InvoiceNumber,,
Mid-level-ontology,Object,ConcreteEntity,OrganicObject,BodyPart,InvoluntaryMuscle
Mid-level-ontology,Object,ConcreteEntity,PureSubstance,Iodine,
Mid-level-ontology,Object,ConcreteEntity,PureSubstance,Ion,
Mid-level-ontology,Object,ConcreteEntity,PureSubstance,Iridium,
Mid-level-ontology,Object,ConcreteEntity,PureSubstance,Iron,
Mid-level-ontology,Process,ConcreteEntity,Smoothing,Ironing,
Mid-level-ontology,Object,ConcreteEntity,IroningBoard,,
Mid-level-ontology,Process,ConcreteEntity,PsychologicalProcess,TactilePerception,Itching
Mid-level-ontology,Object,ConcreteEntity,OrganicObject,BodyPart,Ivory
Mid-level-ontology,Attribute,,OccupationalRole,UnskilledOccupation,Janitor
Mid-level-ontology,Process,ConcreteEntity,Jumping,,
Mid-level-ontology,Object,ConcreteEntity,EducationalOrganization,PostSecondarySchool,JuniorCollege
Mid-level-ontology,Object,ConcreteEntity,Jury,,
Mid-level-ontology,Object,,Animal,WarmBloodedVertebrate,Kangaroo
Mid-level-ontology,Object,ConcreteEntity,Holder,Kennel,
Mid-level-ontology,Object,ConcreteEntity,SecurityDevice,Key,
Mid-level-ontology,Process,ConcreteEntity,Transfer,Kicking,
Mid-level-ontology,Process,ConcreteEntity,Stealing,Kidnapping,
Mid-level-ontology,Object,ConcreteEntity,OrganicObject,AnimalAnatomicalStructure,Kidney
Mid-level-ontology,Object,ConcreteEntity,Bed,KingBed,
Mid-level-ontology,Process,ConcreteEntity,Transfer,Kissing,
Mid-level-ontology,Object,ConcreteEntity,Kitchen,,
Mid-level-ontology,Object,ConcreteEntity,KitchenArea,,
Mid-level-ontology,Object,ConcreteEntity,Animal,DomesticCat,Kitten
Mid-level-ontology,Object,,OrganicObject,BodyPart,Knee
Mid-level-ontology,Process,ConcreteEntity,KneelingDown,,
Mid-level-ontology,Object,ConcreteEntity,CuttingDevice,Knife,
Mid-level-ontology,Process,ConcreteEntity,Contest,KnifeAttack,
Mid-level-ontology,Object,ConcreteEntity,KnockLight,,
Mid-level-ontology,Object,,OrganicObject,BodyPart,Knuckle
Mid-level-ontology,Object,ConcreteEntity,PureSubstance,Krypton,
Mid-level-ontology,Object,ConcreteEntity,Label,,
Mid-level-ontology,Process,ConcreteEntity,LaborStriking,,
Mid-level-ontology,Object,ConcreteEntity,Laboratory,,
Mid-level-ontology,Object,ConcreteEntity,Ladder,,
Mid-level-ontology,Object,ConcreteEntity,Animal,Sheep,Lamb
Mid-level-ontology,Object,ConcreteEntity,Lanai,,
Mid-level-ontology,Object,ConcreteEntity,ExplosiveDevice,LandMine,
Mid-level-ontology,Process,ConcreteEntity,Transportation,LandTransportation,
Mid-level-ontology,Object,ConcreteEntity,TransportationDevice,LandVehicle,
Mid-level-ontology,Process,ConcreteEntity,Landing,,
Mid-level-ontology,Object,ConcreteEntity,PureSubstance,Lanthanum,
Mid-level-ontology,Attribute,,ObjectiveNorm,Computer,Laptop
Mid-level-ontology,Process,ConcreteEntity,LargeGroupProcess,,
Mid-level-ontology,Object,,OrganicObject,BodyPart,LargeIntestine
Mid-level-ontology,Object,ConcreteEntity,Mixture,Emulsion,Latex
Mid-level-ontology,Object,ConcreteEntity,OrganicObject,BodyPart,LatissimusDorsi
Mid-level-ontology,Process,ConcreteEntity,PoliticalProcess,LawEnforcement,
Mid-level-ontology,Object,ConcreteEntity,LandArea,Lawn,
Mid-level-ontology,Object,ConcreteEntity,PureSubstance,Lawrencium,
Mid-level-ontology,Process,ConcreteEntity,PhysiologicProcess,LayingEggs,
Mid-level-ontology,Object,ConcreteEntity,PureSubstance,Lead,
Mid-level-ontology,Object,ConcreteEntity,Leather,,
Mid-level-ontology,Process,ConcreteEntity,Leaving,,
Mid-level-ontology,Physical,ContentBearingPhysical,Disseminating,Lecture,
Mid-level-ontology,Object,ConcreteEntity,OrganicObject,AnimalAnatomicalStructure,Leg
Mid-level-ontology,Physical,ContentBearingPhysical,LinguisticCommunication,LegalDecision,LegalAcquittal
Mid-level-ontology,Process,ConcreteEntity,PoliticalProcess,LegalAppeal,
Mid-level-ontology,Physical,ContentBearingPhysical,LinguisticCommunication,LegalDecision,LegalAward
Mid-level-ontology,Process,ConcreteEntity,Contest,LegalCharge,
Mid-level-ontology,Physical,ContentBearingPhysical,LinguisticCommunication,LegalDecision,LegalConviction
Mid-level-ontology,Physical,ContentBearingPhysical,LinguisticCommunication,LegalDecision,LegalDismissal
Mid-level-ontology,Abstract,Proposition,LegalOpinion,,
Mid-level-ontology,Process,ConcreteEntity,PoliticalProcess,LegalSummons,
Mid-level-ontology,Object,,Animal,WarmBloodedVertebrate,Lemur
Mid-level-ontology,Process,ConcreteEntity,Increasing,Lengthening,
Mid-level-ontology,Object,ConcreteEntity,OpticalDevice,Lens,
Mid-level-ontology,Object,ConcreteEntity,OrganicObject,AbnormalAnatomicalStructure,Lesion
Mid-level-ontology,Process,ConcreteEntity,Destruction,LetterBombAttack,
Mid-level-ontology,Object,ConcreteEntity,Lever,,
Mid-level-ontology,Object,ConcreteEntity,EducationalOrganization,Library,
Mid-level-ontology,Object,ConcreteEntity,Building,LibraryBuilding,
Mid-level-ontology,Abstract,Proposition,LibraryScience,,
Mid-level-ontology,Object,ConcreteEntity,Certificate,License,
Mid-level-ontology,Process,ConcreteEntity,Transfer,Licking,
Mid-level-ontology,Object,ConcreteEntity,Lid,,
Mid-level-ontology,Object,ConcreteEntity,LightFixture,,
Mid-level-ontology,Object,ConcreteEntity,OrganicObject,AnimalAnatomicalStructure,Limb
Mid-level-ontology,Object,ConcreteEntity,LineInSpace,,
Mid-level-ontology,Attribute,,LinguisticAttribute,,
Mid-level-ontology,Abstract,Proposition,SocialScience,Linguistics,
Mid-level-ontology,Object,ConcreteEntity,Carnivore,Lion,
Mid-level-ontology,Object,ConcreteEntity,OrganicObject,AnimalAnatomicalStructure,Lip
Mid-level-ontology,Object,ConcreteEntity,BodySubstance,LiquidBodySubstance,
Mid-level-ontology,Attribute,,PsychologicalAttribute,LiteracyAttribute,
Mid-level-ontology,Abstract,Proposition,Literature,,
Mid-level-ontology,Object,ConcreteEntity,PureSubstance,Lithium,
Mid-level-ontology,Object,ConcreteEntity,OrganicObject,AnimalAnatomicalStructure,Liver
Mid-level-ontology,Object,ConcreteEntity,Holder,LivestockPen,
Mid-level-ontology,Object,ConcreteEntity,Animal,WarmBloodedVertebrate,Llama
Mid-level-ontology,Process,ConcreteEntity,Transfer,Inserting,LoadingWeapon
Mid-level-ontology,Physical,ContentBearingPhysical,PlaceDescriptor,LocalizablePlaceID,
Mid-level-ontology,Entity,Lock,,,
Mid-level-ontology,Object,ConcreteEntity,Weapon,Firearm,Longgun
Mid-level-ontology,Process,ConcreteEntity,PsychologicalProcess,LosingConsciousness,
Mid-level-ontology,Object,ConcreteEntity,OrganicObject,BodyPart,LowerLeg
Mid-level-ontology,Object,ConcreteEntity,OrganicObject,AnimalAnatomicalStructure,Lung
Mid-level-ontology,Object,ConcreteEntity,PureSubstance,Lutetium,
Mid-level-ontology,Process,ConcreteEntity,LyingDown,,
Mid-level-ontology,Object,,OrganicObject,BodyPart,LymphNode
Mid-level-ontology,Process,ConcreteEntity,Destruction,Lynching,
Mid-level-ontology,Abstract,Proposition,LyricalContent,,
Mid-level-ontology,Object,ConcreteEntity,Lyrics,,
Mid-level-ontology,Object,ConcreteEntity,Series,Magazine,
Mid-level-ontology,Object,ConcreteEntity,PureSubstance,Magnesium,
Mid-level-ontology,Object,ConcreteEntity,MagneticField,,
Mid-level-ontology,Process,ConcreteEntity,RadiatingElectromagnetic,Magnetism,
Mid-level-ontology,Object,ConcreteEntity,Holder,Mailbox,
Mid-level-ontology,Process,ConcreteEntity,Transfer,Mailing,
Mid-level-ontology,Object,ConcreteEntity,Animal,WarmBloodedVertebrate,MammalCub
Mid-level-ontology,Object,ConcreteEntity,PureSubstance,Manganese,
Mid-level-ontology,Object,ConcreteEntity,EngineeringComponent,Manifold,
Mid-level-ontology,Attribute,,OccupationalRole,ManualLabor,
Mid-level-ontology,Physical,ContentBearingPhysical,Map,,
Mid-level-ontology,Object,ConcreteEntity,Marketplace,,
Mid-level-ontology,Object,ConcreteEntity,Clothing,Mask,
Mid-level-ontology,Process,ConcreteEntity,TherapeuticProcess,Massaging,
Mid-level-ontology,Object,ConcreteEntity,Mast,,
Mid-level-ontology,Object,ConcreteEntity,MatchDevice,,
Mid-level-ontology,Object,ConcreteEntity,MaterialHandlingEquipment,,
Mid-level-ontology,Abstract,Proposition,Mathematics,,
Mid-level-ontology,Process,ConcreteEntity,PhysiologicProcess,Mating,
Mid-level-ontology,Object,ConcreteEntity,Mattress,,
Mid-level-ontology,Attribute,,MeasurementAttribute,,
Mid-level-ontology,Abstract,Proposition,MechanicalEngineering,,
Mid-level-ontology,Abstract,Proposition,Mechanics,,
Mid-level-ontology,Physical,Collection,MediaSystem,,
Mid-level-ontology,Object,ConcreteEntity,CareOrganization,MedicalClinic,
Mid-level-ontology,Object,ConcreteEntity,Building,MedicalClinicBuilding,
Mid-level-ontology,Object,ConcreteEntity,EducationalOrganization,PostSecondarySchool,MedicalSchool
Mid-level-ontology,Abstract,Proposition,MedicalScience,,
Mid-level-ontology,Object,ConcreteEntity,BiologicallyActiveSubstance,Medicine,
Mid-level-ontology,Object,ConcreteEntity,OrganicObject,BodyPart,Medulla
Mid-level-ontology,Object,ConcreteEntity,PureSubstance,Meitnerium,
Mid-level-ontology,Process,ConcreteEntity,Learning,Memorizing,
Mid-level-ontology,Object,ConcreteEntity,PureSubstance,Mendelevium,
Mid-level-ontology,Process,ConcreteEntity,PhysiologicProcess,OrganOrTissueProcess,Menstruation
Mid-level-ontology,Object,ConcreteEntity,PureSubstance,Mercury,
Mid-level-ontology,Abstract,ComputationalEntity,Message,,
Mid-level-ontology,Process,ConcreteEntity,Transfer,Messaging,
Mid-level-ontology,Process,ConcreteEntity,Metabolism,,
Mid-level-ontology,Object,ConcreteEntity,Mixture,MetallicAlloy,
Mid-level-ontology,Object,ConcreteEntity,PureSubstance,Methanol,Alcohol
Mid-level-ontology,Object,ConcreteEntity,EngineeringComponent,Microphone,
Mid-level-ontology,Object,ConcreteEntity,OpticalDevice,Microscope,
Mid-level-ontology,Object,ConcreteEntity,MilitaryArtifact,,
Mid-level-ontology,Object,ConcreteEntity,GovernmentOrganization,MilitaryUnit,MilitaryCorps
Mid-level-ontology,Object,ConcreteEntity,MilitaryFront,,
Mid-level-ontology,Process,ConcreteEntity,MilitaryInfiltration,,
Mid-level-ontology,Object,ConcreteEntity,MilitaryInstallation,,
Mid-level-ontology,Process,ConcreteEntity,MilitaryManeuver,,
Mid-level-ontology,Object,ConcreteEntity,GovernmentOrganization,MilitaryReserveForce,
Mid-level-ontology,Abstract,Proposition,MilitaryScience,,
Mid-level-ontology,Object,ConcreteEntity,GovernmentOrganization,MilitaryService,
Mid-level-ontology,Object,ConcreteEntity,GovernmentOrganization,MilitaryUnit,MilitarySquad
Mid-level-ontology,Object,ConcreteEntity,MilitarySurplus,,
Mid-level-ontology,Object,ConcreteEntity,GovernmentOrganization,MilitaryUnit,
Mid-level-ontology,Object,ConcreteEntity,Mine,,
Mid-level-ontology,Object,ConcreteEntity,Mirror,,
Mid-level-ontology,Object,ConcreteEntity,Weapon,Missile,
Mid-level-ontology,Object,ConcreteEntity,ReligiousOrganization,MissionOrganization,
Mid-level-ontology,Object,ConcreteEntity,Organelle,Mitochondrion,
Mid-level-ontology,Object,ConcreteEntity,MobileResidence,,
Mid-level-ontology,Object,ConcreteEntity,MobileStructure,,
Mid-level-ontology,Attribute,,Position,ModellingPosition,
Mid-level-ontology,Object,ConcreteEntity,PureSubstance,Molybdenum,
Mid-level-ontology,Object,ConcreteEntity,BiologicallyActiveSubstance,Protein,MonoclonalAntibody
Mid-level-ontology,Object,,OrganicObject,AnimalAnatomicalStructure,Monocyte
Mid-level-ontology,Object,ConcreteEntity,Monument,,
Mid-level-ontology,Object,ConcreteEntity,BiologicallyActiveSubstance,MoodStabilizer,
Mid-level-ontology,Attribute,,Moribund,,
Mid-level-ontology,Object,ConcreteEntity,Weapon,Mortar,
Mid-level-ontology,Process,ConcreteEntity,Destruction,MortarAttack,
Mid-level-ontology,Object,ConcreteEntity,Weapon,ArtilleryGun,MortarGun
Mid-level-ontology,Object,ConcreteEntity,Animal,Arthropod,Mosquito
Mid-level-ontology,Object,ConcreteEntity,Animal,Arthropod,Moth
Mid-level-ontology,Physical,ContentBearingPhysical,MotionPicture,MotionPictureScene,
Mid-level-ontology,Physical,ContentBearingPhysical,MotionPicture,MotionPictureShot,
Mid-level-ontology,Process,ConcreteEntity,Mounting,,
Mid-level-ontology,Object,,Animal,WarmBloodedVertebrate,Mouse
Mid-level-ontology,Object,ConcreteEntity,OrganicObject,Mouth,
Mid-level-ontology,Attribute,,TimeMeasure,TimeInterval,MoveableHoliday
Mid-level-ontology,Process,ConcreteEntity,MovingAwayFrom,,
Mid-level-ontology,Process,ConcreteEntity,Transfer,MovingResidence,
Mid-level-ontology,Process,ConcreteEntity,MovingTowards,,
Mid-level-ontology,Object,ConcreteEntity,BodySubstance,Mucus,
Mid-level-ontology,Object,,OrganicObject,BodyPart,MucusGland
Mid-level-ontology,Object,ConcreteEntity,Animal,Mule,
Mid-level-ontology,Physical,Collection,MultimediaProjector,,
Mid-level-ontology,Process,ConcreteEntity,Murder,,
Mid-level-ontology,Object,ConcreteEntity,Bed,MurphyBed,
Mid-level-ontology,Process,ConcreteEntity,MuscleRelaxing,,
Mid-level-ontology,Process,ConcreteEntity,MuscularContraction,,
Mid-level-ontology,Object,ConcreteEntity,EducationalOrganization,Museum,
Mid-level-ontology,Abstract,Proposition,Music,,
Mid-level-ontology,Physical,ContentBearingPhysical,AudioRecording,MusicRecording,
Mid-level-ontology,Object,ConcreteEntity,MusicText,,
Mid-level-ontology,Abstract,Proposition,MusicalComposition,,
Mid-level-ontology,Object,ConcreteEntity,MusicalGroup,,
Mid-level-ontology,Physical,ContentBearingPhysical,Disseminating,Performance,MusicalPerformance
Mid-level-ontology,Process,ConcreteEntity,RadiatingSound,MusicalTone,
Mid-level-ontology,Object,ConcreteEntity,Musician,,
Mid-level-ontology,Object,ConcreteEntity,FictionalText,MysteryStory,
Mid-level-ontology,Object,ConcreteEntity,AttachingDevice,Nail,
Mid-level-ontology,Object,ConcreteEntity,OrganicObject,AnimalAnatomicalStructure,NailDigit
Mid-level-ontology,Physical,ContentBearingPhysical,Name,,
Mid-level-ontology,Physical,ContentBearingPhysical,NamePart,,
Mid-level-ontology,Object,ConcreteEntity,NarrativeText,,
Mid-level-ontology,Object,ConcreteEntity,OrganicObject,BodyPart,NasalCavity
Mid-level-ontology,Object,ConcreteEntity,OrganicObject,BodyPart,NasalSeptum
Mid-level-ontology,Attribute,,Nascent,,
Mid-level-ontology,Physical,ContentBearingPhysical,NationalFlag,,
Mid-level-ontology,Object,ConcreteEntity,NationalPerson,,
Mid-level-ontology,Abstract,Proposition,NaturalSciences,,
Mid-level-ontology,Process,ConcreteEntity,PhysiologicProcess,Nausea,
Mid-level-ontology,Object,ConcreteEntity,OrganicObject,AnimalAnatomicalStructure,Neck
Mid-level-ontology,Object,ConcreteEntity,BodySubstance,Nectar,
Mid-level-ontology,Process,ConcreteEntity,Contest,Negotiating,
Mid-level-ontology,Abstract,Neighborhood,,,
Mid-level-ontology,Object,ConcreteEntity,PureSubstance,Neodymium,
Mid-level-ontology,Object,ConcreteEntity,PureSubstance,Neon,
Mid-level-ontology,Object,ConcreteEntity,PureSubstance,Neptunium,
Mid-level-ontology,Object,ConcreteEntity,OrganicObject,AnimalAnatomicalStructure,NerveCell
Mid-level-ontology,Object,ConcreteEntity,OrganicObject,AnimalAnatomicalStructure,NervousSystem
Mid-level-ontology,Object,ConcreteEntity,Nest,,
Mid-level-ontology,Attribute,,DiseaseOrSyndrome,Neurosis,
Mid-level-ontology,Object,ConcreteEntity,BodySubstance,Neurotransmitter,
Mid-level-ontology,Object,ConcreteEntity,Book,NewTestament,
Mid-level-ontology,Object,ConcreteEntity,Series,NewsProgram,
Mid-level-ontology,Object,ConcreteEntity,Series,Newspaper,
Mid-level-ontology,Object,ConcreteEntity,PureSubstance,Nickel,
Mid-level-ontology,Object,ConcreteEntity,DanceHall,NightClub,
Mid-level-ontology,Object,ConcreteEntity,PureSubstance,Niobium,
Mid-level-ontology,Object,ConcreteEntity,PureSubstance,Nitrogen,
Mid-level-ontology,Object,ConcreteEntity,PureSubstance,Nobelium,
Mid-level-ontology,Process,ConcreteEntity,Gesture,Nodding,
Mid-level-ontology,Object,ConcreteEntity,NonprofitOrganization,,
Mid-level-ontology,Attribute,,DiseaseOrSyndrome,NonspecificDisease,
Mid-level-ontology,Object,ConcreteEntity,OrganicObject,AnimalAnatomicalStructure,Nose
Mid-level-ontology,Object,ConcreteEntity,OrganicObject,AnimalAnatomicalStructure,Nostril
Mid-level-ontology,Object,ConcreteEntity,Book,Novel,
Mid-level-ontology,Object,ConcreteEntity,FamilyGroup,NuclearFamily,
Mid-level-ontology,Object,ConcreteEntity,Room,Nursery,
Mid-level-ontology,Object,ConcreteEntity,TransportationDevice,Oar,
Mid-level-ontology,Object,ConcreteEntity,OrganicObject,BodyPart,OccipitalLobes
Mid-level-ontology,Attribute,,OccupationalRole,OccupationalDomain,
Mid-level-ontology,Attribute,,OccupationalRole,,
Mid-level-ontology,Attribute,,OccupationalRole,OccupationalTrade,
Mid-level-ontology,Object,ConcreteEntity,Animal,Mollusk,Octopus
Mid-level-ontology,Physical,ContentBearingPhysical,LinguisticCommunication,Offering,OfferingForSale
Mid-level-ontology,Physical,ContentBearingPhysical,LinguisticCommunication,Offering,OfferingToPurchase
Mid-level-ontology,Object,ConcreteEntity,Building,OfficeBuilding,
Mid-level-ontology,Object,ConcreteEntity,PureSubstance,Oil,
Mid-level-ontology,Object,ConcreteEntity,Mixture,SolMixture,OilPaint
Mid-level-ontology,Physical,ContentBearingPhysical,PaintedPicture,OilPicture,
Mid-level-ontology,Object,ConcreteEntity,Book,OldTestament,
Mid-level-ontology,Object,ConcreteEntity,Omnivore,,
Mid-level-ontology,Abstract,Proposition,Ontology,,
